Serial No,Location,Apartment_size,Bed,Bath,Price,Area
1947,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur
1948,"Sector 10, Uttara, Dhaka",1250,3,2,20000,Uttara
1949,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",1200,3,4,20000,Mirpur
1950,"PC Culture Housing, Mohammadpur, Dhaka",400,1,1,11000,Mohammadpur
1951,"Block B, Bashundhara R-A, Dhaka",1450,3,3,28000,Bashundhara
1952,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,3,4,50000,Mirpur
1953,"Shyamoli, Dhaka",750,2,2,16000,Shyamoli
1954,"Block G, Bashundhara R-A, Dhaka",1640,3,3,25000,Bashundhara
1955,"Block A, Section 2, Mirpur, Dhaka",650,2,1,12500,Mirpur
1956,"Block B, Section 12, Mirpur, Dhaka",1000,3,2,14000,Mirpur
1957,"Nayatola, Maghbazar, Dhaka",700,2,1,15000,Maghbazar
1958,"Middle Badda, Badda, Dhaka",1100,3,3,20000,Badda
1959,"Shantinagar, Dhaka",1700,3,3,35000,Shantinagar
1960,"Khilgaon, Dhaka",1150,3,2,18000,Khilgaon
1961,"Block A, Section 12, Mirpur, Dhaka",1100,3,3,29000,Mirpur
1962,"Block A, Section 12, Mirpur, Dhaka",1100,3,3,28000,Mirpur
1963,"Block A, Section 12, Mirpur, Dhaka",650,2,2,16000,Mirpur
1964,"Azimpur, Lalbagh, Dhaka",650,2,1,14000,Lalbagh
1965,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,27000,Mirpur
1966,"Block D, Section 1, Mirpur, Dhaka",600,2,1,11000,Mirpur
1967,"Adabor, Dhaka",1200,3,3,20000,Adabor
1968,"Mirpur, Dhaka",650,2,2,11000,Mirpur
1969,"Senpara Parbata, Section 10, Mirpur, Dhaka",1580,4,3,25000,Mirpur
1970,"Middle Badda, Badda, Dhaka",1200,3,3,22000,Badda
1971,"Senpara Parbata, Section 10, Mirpur, Dhaka",1580,4,3,25000,Mirpur
1972,"Senpara Parbata, Section 10, Mirpur, Dhaka",1580,4,3,22000,Mirpur
1973,"Priyanka City, Sector 12, Uttara, Dhaka",900,2,2,20000,Uttara
1974,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,13000,Uttara
1975,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",750,2,2,11000,Mirpur
1976,"3rd Colony, Mirpur, Dhaka",1050,3,2,15000,Mirpur
1977,"3rd Colony, Mirpur, Dhaka",600,2,2,10500,Mirpur
1978,"Ullan, Rampura, Dhaka",750,2,2,14000,Rampura
1979,"Sector 7, Uttara, Dhaka",1700,4,4,37000,Uttara
1980,"3rd Colony, Mirpur, Dhaka",700,2,2,12000,Mirpur
1981,"Lalkuthi, 3rd Colony, Mirpur, Dhaka",700,2,2,12000,Mirpur
1982,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",650,2,2,13000,Mirpur
1983,"3rd Colony, Mirpur, Dhaka",750,2,2,13000,Mirpur
1984,"Malibagh, Dhaka",600,2,1,18000,Malibagh
1985,"Jagannathpur, Badda, Dhaka",1050,3,2,16000,Badda
1986,"South Goran, Goran, Khilgaon, Dhaka",550,2,1,8300,Khilgaon
1987,"Section 1, Mirpur, Dhaka",800,2,2,14000,Mirpur
1988,"Block B, Banasree, Dhaka",1100,3,2,21000,Banasree
1989,"Rupnagar R/A, Mirpur, Dhaka",1250,3,3,22000,Mirpur
1990,"Rupnagar R/A, Mirpur, Dhaka",1250,3,3,20000,Mirpur
1991,"Rupnagar R/A, Mirpur, Dhaka",1400,3,3,23000,Mirpur
1992,"Sikder Real Estate, Tali office Road, Hazaribag, Dhaka",1050,3,2,18000,Hazaribag
1993,"Mohammadpur, Dhaka",1400,3,3,37000,Mohammadpur
1994,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur
1995,"Mollika R/A, Section 7, Mirpur, Dhaka",1200,3,3,19000,Mirpur
1996,"South Manikdi, Manikdi, Cantonment, Dhaka",1250,3,3,22000,Cantonment
1997,"Mirpur, Dhaka",1725,4,4,25000,Mirpur
1998,"Pallabi Extension, Pallabi, Mirpur, Dhaka",850,3,2,12000,Mirpur
1999,"South Pirerbag, Pirerbag, Mirpur, Dhaka",800,2,2,12000,Mirpur
2000,"Sector 11, Uttara, Dhaka",800,2,2,15000,Uttara
2001,"Paikpara, Mirpur, Dhaka",1200,3,3,17000,Mirpur
2002,"Merul Badda, Badda, Dhaka",550,1,1,13000,Badda
2003,"Merul Badda, Badda, Dhaka",720,2,2,15000,Badda
2004,"Pallabi Extension, Pallabi, Mirpur, Dhaka",650,2,2,11000,Mirpur
2005,"Pallabi Extension, Pallabi, Mirpur, Dhaka",850,3,2,11000,Mirpur
2006,"Pallabi Extension, Pallabi, Mirpur, Dhaka",650,2,2,16000,Mirpur
2007,"Shamibag, Sutrapur, Dhaka",1290,3,3,25000,Sutrapur
2008,"Shamibag Road, Shamibag, Sutrapur, Dhaka",1038,2,2,16000,Sutrapur
2009,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
2010,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1745,3,3,20000,Mohammadpur
2011,"Mohammadpur, Dhaka",720,2,2,13000,Mohammadpur
2012,"Middle Paikpara, Mirpur, Dhaka",1440,3,3,15000,Mirpur
2013,"Kallyanpur, Mirpur, Dhaka",700,2,2,12500,Mirpur
2014,"Mohammadpur, Dhaka",750,2,2,20000,Mohammadpur
2015,"Kallyanpur, Mirpur, Dhaka",700,2,2,11000,Mirpur
2016,"Mohammadpur, Dhaka",2000,3,3,45000,Mohammadpur
2017,"East Shewrapara, Mirpur, Dhaka",750,2,2,12000,Mirpur
2018,"Mohammadpur, Dhaka",720,2,2,13500,Mohammadpur
2019,"East Shewrapara, Mirpur, Dhaka",750,2,2,13000,Mirpur
2020,"Block D, Chandrima Model Town, Mohammadpur, Dhaka",700,2,2,10000,Mohammadpur
2021,"Block D, Chandrima Model Town, Mohammadpur, Dhaka",1200,3,3,14000,Mohammadpur
2022,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur
2023,"Katashur, Mohammadpur, Dhaka",720,2,1,11000,Mohammadpur
2024,"Block D, Bashundhara R-A, Dhaka",1700,3,3,25000,Bashundhara
2025,"Mohammadpur, Dhaka",1380,3,3,30000,Mohammadpur
2026,"Shyamoli, Dhaka",700,2,2,15000,Shyamoli
2027,"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur
2028,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1260,3,3,20000,Mirpur
2029,"Hatirpool, Dhaka",1300,3,3,27000,Hatirpool
2030,"Tajmahal Road, Mohammadpur, Dhaka",550,2,1,13500,Mohammadpur
2031,"Block F, aziz Moholla, Mohammadpur, Dhaka",600,2,1,13000,Mohammadpur
2032,"Block F, aziz Moholla, Mohammadpur, Dhaka",720,2,2,17000,Mohammadpur
2033,"Cantonment, Dhaka",1100,3,2,15000,Cantonment
2034,"Middle Badda, Badda, Dhaka",600,2,1,14000,Badda
2035,"Sector 14, Uttara, Dhaka",1000,3,2,16000,Uttara
2036,"Kathalbagan, Dhaka",2000,4,5,45000,Kathalbagan
2037,"aziz Moholla, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur
2038,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur
2039,"Chandmiya Housing, Mohammadpur, Dhaka",1250,3,3,24000,Mohammadpur
2040,"Block C, Section 6, Mirpur, Dhaka",1000,2,2,14000,Mirpur
2041,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
2042,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur
2043,"Block C, Future Town, Bochila, Mohammadpur, Dhaka",1200,3,3,13000,Mohammadpur
2044,"Sector 14, Uttara, Dhaka",900,2,2,17000,Uttara
2045,"Kalabagan, Dhaka",1500,3,4,35000,Kalabagan
2046,"Kalabagan, Dhaka",1600,3,4,40000,Kalabagan
2047,"Nayatola, Maghbazar, Dhaka",800,3,2,14000,Maghbazar
2048,"Ibrahimpur, Dhaka",1200,3,3,20000,Ibrahimpur
2049,"Block B, Section 12, Mirpur, Dhaka",1800,3,3,30000,Mirpur
2050,"Block F, aziz Moholla, Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur
2051,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",780,2,2,10500,Mohammadpur
2052,"PC Culture Housing, Mohammadpur, Dhaka",650,2,2,12000,Mohammadpur
2053,"Block C, Section 12, Mirpur, Dhaka",650,2,2,13500,Mirpur
2054,"Block J, Banasree, Dhaka",1100,3,2,16000,Banasree
2055,"Shantinagar, Dhaka",1300,3,3,30000,Shantinagar
2056,"Mohammadia Housing Society, Mohammadpur, Dhaka",1200,3,3,22000,Mohammadpur
2057,"Tajmahal Road, Mohammadpur, Dhaka",900,3,2,17000,Mohammadpur
2058,"Gulbag, Malibagh, Dhaka",1000,2,2,19000,Malibagh
2059,"Block A, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",620,2,1,10000,Mohammadpur
2060,"Sector 10, Uttara, Dhaka",1500,3,3,18000,Uttara
2061,"Mohammadpur, Dhaka",750,2,2,16500,Mohammadpur
2062,"Shantipur, South Goran, Goran, Khilgaon, Dhaka",800,2,2,15000,Khilgaon
2063,"Shantinagar, Dhaka",600,2,1,18000,Shantinagar
2064,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,16000,Mohammadpur
2065,"Mohammadpur, Dhaka",450,1,1,10500,Mohammadpur
2066,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur
2067,"Shantinagar, Dhaka",1050,3,2,27000,Shantinagar
2068,"Mohammadpur, Dhaka",750,2,2,16000,Mohammadpur
2069,"Shantinagar, Dhaka",700,2,2,20000,Shantinagar
2070,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",900,3,2,15000,Mirpur
2071,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,43000,Mirpur
2072,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2250,4,4,45000,Mirpur
2073,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750,2,2,13000,Mohammadpur
2074,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,5,45000,Mirpur
2075,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur
2076,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2300,3,3,38000,Mirpur
2077,"Block F, Bashundhara R-A, Dhaka",1400,3,2,25000,Bashundhara
2078,"Hashem Khan Road, Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",920,2,2,15000,Hazaribag
2079,"Section 10, Mirpur, Dhaka",1050,3,2,16000,Mirpur
2080,"Comfort Housing, Adabor, Dhaka",850,2,2,15000,Adabor
2081,"Mohammadpur, Dhaka",1320,3,3,40000,Mohammadpur
2082,"Mirpur, Dhaka",1100,3,2,15000,Mirpur
2083,"Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur
2084,"Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur
2085,"Mohammadpur, Dhaka",600,2,1,12000,Mohammadpur
2086,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,10500,Vatara
2087,"Mohammadi Housing LTD., Mohammadpur, Dhaka",600,1,1,11000,Mohammadpur
2088,"Shantinagar, Dhaka",1500,3,3,35000,Shantinagar
2089,"Section 1, Mirpur, Dhaka",550,2,2,10500,Mirpur
2090,"Mohammadi Housing LTD., Mohammadpur, Dhaka",850,2,2,18000,Mohammadpur
2091,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,12000,Mirpur
2092,"Block G, Bashundhara R-A, Dhaka",1600,3,3,30000,Bashundhara
2093,"Tallabag, Hazaribag, Dhaka",750,2,2,15000,Hazaribag
2094,"PC Culture Housing, Mohammadpur, Dhaka",900,2,2,16000,Mohammadpur
2095,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
2096,"Tejgaon, Dhaka",600,2,1,15000,Tejgaon
2097,"Gulshan 2, Gulshan, Dhaka",2100,3,3,70000,Gulshan
2098,"Shantinagar, Dhaka",1100,3,2,28000,Shantinagar
2099,"Sector 10, Uttara, Dhaka",1325,3,3,22000,Uttara
2100,"Shantinagar, Dhaka",700,2,2,20000,Shantinagar
2101,"Nayatola, Maghbazar, Dhaka",1325,3,3,22000,Maghbazar
2102,"Sector 14, Uttara, Dhaka",1300,3,2,25000,Uttara
2103,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur
2104,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,16500,Mohammadpur
2105,"Sector 13, Uttara, Dhaka",950,2,2,30000,Uttara
2106,"Sector 13, Uttara, Dhaka",1450,3,3,22000,Uttara
2107,"Shantinagar, Dhaka",1500,3,3,30000,Shantinagar
2108,"Block M, South Banasree Project, Banasree, Dhaka",1470,3,3,22000,Banasree
2109,"Shantinagar, Dhaka",700,2,2,20000,Shantinagar
2110,"Sector 10, Uttara, Dhaka",1500,3,4,20000,Uttara
2111,"South Goran, Goran, Khilgaon, Dhaka",700,2,2,12500,Khilgaon
2112,"North Shahjahanpur, Dhaka",600,2,2,15000,Shahjahanpur
2113,"PC Culture Housing, Mohammadpur, Dhaka",750,2,2,13500,Mohammadpur
2114,"Sector 10, Uttara, Dhaka",1560,3,4,25000,Uttara
2115,"Gulshan 2, Gulshan, Dhaka",2800,3,3,110000,Gulshan
2116,"PC Culture Housing, Mohammadpur, Dhaka",450,1,1,11000,Mohammadpur
2117,"Pallabi Extension, Pallabi, Mirpur, Dhaka",1500,3,4,24000,Mirpur
2118,"Comfort Housing, Adabor, Dhaka",700,2,2,15000,Adabor
2119,"Mohammadpur, Dhaka",1200,3,4,30000,Mohammadpur
2120,"Khilgaon, Dhaka",650,2,1,10500,Khilgaon
2121,"North Shahjahanpur, Dhaka",1250,3,3,30000,Shahjahanpur
2122,"PC Culture Housing, Mohammadpur, Dhaka",800,3,2,14000,Mohammadpur
2123,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1200,3,3,14000,Mohammadpur
2124,"Mohammadpur, Dhaka",1200,3,3,32000,Mohammadpur
2125,"Mohammadia Housing Society, Mohammadpur, Dhaka",1100,3,2,15000,Mohammadpur
2126,"Block B, Section 13, Mirpur, Dhaka",650,2,2,11000,Mirpur
2127,"North Shahjahanpur, Dhaka",750,2,2,20000,Shahjahanpur
2128,"Block D, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",650,2,2,14000,Mohammadpur
2129,"North Shahjahanpur, Dhaka",500,2,1,11000,Shahjahanpur
2130,"Sector 10, Uttara, Dhaka",1500,3,3,23000,Uttara
2131,"Rupnagar R/A, Mirpur, Dhaka",1000,3,3,20000,Mirpur
2132,"Shahjahanpur, Dhaka",1250,3,3,28000,Shahjahanpur
2133,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2000,3,3,40000,Mirpur
2134,"Section 1, Mirpur, Dhaka",750,2,2,13000,Mirpur
2135,"Block J, Banasree, Dhaka",1000,3,2,17500,Banasree
2136,"Nikunja 2, Nikunja, Dhaka",800,2,2,19000,Nikunja
2137,"Shantinagar, Dhaka",700,2,2,20000,Shantinagar
2138,"Block F, Aftab Nagar, Dhaka",1200,3,3,15000,Aftab Nagar
2139,"Sector 13, Uttara, Dhaka",1000,3,2,17000,Uttara
2140,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2250,3,4,40000,Mirpur
2141,"Sector 9, Uttara, Dhaka",1450,3,3,25000,Uttara
2142,"Block B, Section 1, Mirpur, Dhaka",650,2,2,12500,Mirpur
2143,"Uttar Badda, Badda, Dhaka",720,2,2,13000,Badda
2144,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2100,3,3,40000,Mirpur
2145,"Block F, Bashundhara R-A, Dhaka",1900,3,3,40000,Bashundhara
2146,"Mohammadpur, Dhaka",710,2,2,16000,Mohammadpur
2147,"Shantinagar, Dhaka",750,2,2,22000,Shantinagar
2148,"Sector 7, Uttara, Dhaka",2900,4,5,50000,Uttara
2149,"Block H, Section 2, Mirpur, Dhaka",650,2,2,13000,Mirpur
2150,"North Shahjahanpur, Dhaka",550,2,1,15000,Shahjahanpur
2151,"Block C, Section 12, Mirpur, Dhaka",650,2,2,13500,Mirpur
2152,"Block B, Section 12, Mirpur, Dhaka",700,2,2,12000,Mirpur
2153,"Middle Badda, Badda, Dhaka",600,2,1,13000,Badda
2154,"Hazaribag, Dhaka",850,2,2,15000,Hazaribag
2155,"Senpara Parbata, Section 10, Mirpur, Dhaka",1580,4,3,25000,Mirpur
2156,"Mirpur, Dhaka",700,2,2,11000,Mirpur
2157,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",1420,4,4,30000,Mohammadpur
2158,"Sector 5, Uttara, Dhaka",1500,3,3,20000,Uttara
2159,"Sector 5, Uttara, Dhaka",1500,3,3,20000,Uttara
2160,"Sector 11, Uttara, Dhaka",800,2,2,18000,Uttara
2161,"Sector 5, Uttara, Dhaka",1450,3,3,20000,Uttara
2162,"Section 10, Mirpur, Dhaka",950,3,2,15000,Mirpur
2163,"Section 1, Mirpur, Dhaka",1200,3,3,18000,Mirpur
2164,"Rupnagar R/A, Mirpur, Dhaka",1500,4,3,25000,Mirpur
2165,"Section 1, Mirpur, Dhaka",600,2,2,11000,Mirpur
2166,"Section 1, Mirpur, Dhaka",650,2,2,12000,Mirpur
2167,"Dhanmondi, Dhaka",1400,3,3,35000,Dhanmondi
2168,"North Goran, Goran, Khilgaon, Dhaka",700,2,2,15000,Khilgaon
2169,"Rupnagar R/A, Mirpur, Dhaka",1200,3,3,20000,Mirpur
2170,"Sector 12, Uttara, Dhaka",1400,3,4,25000,Uttara
2171,"Mohammadpur, Dhaka",1200,3,3,23000,Mohammadpur
2172,"Sector 13, Uttara, Dhaka",900,2,2,18000,Uttara
2173,"Zafrabad, Hazaribag, Dhaka",1100,3,3,20000,Zafrabad
2174,"Barontek, Cantonment, Dhaka",1000,3,2,13000,Cantonment
2175,"Mirpur, Dhaka",1350,3,3,17000,Mirpur
2176,"Sector 11, Uttara, Dhaka",700,2,1,17000,Uttara
2177,"Taltola, Agargaon, Dhaka",800,2,2,13500,Taltola
2178,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1150,3,3,16000,Shyamoli
2179,"Shamibag, Sutrapur, Dhaka",1100,3,2,25000,Sutrapur
2180,"Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,16000,Mirpur
2181,"Paikpara, Mirpur, Dhaka",1200,3,3,17000,Mirpur
2182,"Uttara, Dhaka",1800,3,3,30000,Uttara
2183,"Vashantek, Cantonment, Dhaka",1000,3,2,17000,Cantonment
2184,"Block I, Bashundhara R-A, Dhaka",1950,3,4,30000,Bashundhara
2185,"Sector 3, Uttara, Dhaka",2400,4,4,70000,Uttara
2186,"Mohammadpur, Dhaka",1400,3,3,30000,Mohammadpur
2187,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur
2188,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur
2189,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur
2190,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur
2191,"PC Culture Housing, Mohammadpur, Dhaka",1460,3,3,20000,Mohammadpur
2192,"Rupnagar R/A, Mirpur, Dhaka",1000,3,3,18000,Mirpur
2193,"Vatara, Badda, Dhaka",1400,4,4,30000,Vatara
2194,"Sector 9, Uttara, Dhaka",700,2,2,15000,Uttara
2195,"aziz Moholla, Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur
2196,"Mohammadpur, Dhaka",720,2,2,14500,Mohammadpur
2197,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur
2198,"Shiddheswari, Dhaka",950,2,2,20000,Shiddheswari
2199,"Mohammadpur, Dhaka",700,2,2,16000,Mohammadpur
2200,"Sector 10, Uttara, Dhaka",1400,3,3,16000,Uttara
2201,"Block D, Mansurabad Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
2202,"Block D, Mansurabad Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
2203,"Shahjahanpur, Dhaka",700,2,2,16000,Shahjahanpur
2204,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",700,2,2,11000,Mohammadpur
2205,"Naya Paltan, Motijheel, Dhaka",900,2,2,25000,Paltan
2206,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",650,2,2,12000,Mirpur
2207,"Janata Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
2208,"Kathalbagan, Dhaka",1400,3,3,35000,Kathalbagan
2209,"Kathalbagan, Dhaka",1800,3,4,45000,Kathalbagan
2210,"Pallabi Extension, Pallabi, Mirpur, Dhaka",1500,3,3,20000,Mirpur
2211,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",1440,3,3,14000,Mohammadpur
2212,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur
2213,"Shahjahanpur, Dhaka",700,2,2,18000,Shahjahanpur
2214,"East Rampura, Rampura, Dhaka",600,2,1,10000,Rampura
2215,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,24000,Adabor
2216,"Shantinagar, Dhaka",1495,3,3,35000,Shantinagar
2217,"Tajmahal Road, Mohammadpur, Dhaka",600,2,1,14000,Mohammadpur
2218,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",1200,2,3,27000,Mirpur
2219,"East Kazipara, Mirpur, Dhaka",850,2,2,13000,Mirpur
2220,"Adabor, Dhaka",850,2,2,16000,Adabor
2221,"Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka",650,2,1,13000,Rampura
2222,"Sonatangar, Jigatola, Hazaribag, Dhaka",780,2,2,15000,Hazaribag
2223,"Baitul Aman Housing Society, Adabor, Dhaka",850,2,2,16000,Adabor
2224,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1000,3,2,14000,Mohammadpur
2225,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",1000,3,3,15000,Mirpur
2226,"Mohammadpur, Dhaka",720,2,2,17000,Mohammadpur
2227,"Mohammadpur, Dhaka",650,2,1,17700,Mohammadpur
2228,"Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur
2229,"Block B, Section 12, Mirpur, Dhaka",1450,3,3,20000,Mirpur
2230,"Mohammadpur, Dhaka",1780,3,3,35000,Mohammadpur
2231,"Merul Badda, Badda, Dhaka",1200,3,3,20000,Badda
2232,"Merul Badda, Badda, Dhaka",1200,3,3,20000,Badda
2233,"Merul Badda, Badda, Dhaka",1200,3,3,20000,Badda
2234,"Merul Badda, Badda, Dhaka",1200,3,3,20000,Badda
2235,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2250,4,5,44000,Mirpur
2236,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur
2237,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur
2238,"Ashkona, Dakshin Khan, Dhaka",1100,3,2,20000,Dakshin Khan
2239,"Ashkona, Dakshin Khan, Dhaka",500,2,1,14000,Dakshin Khan
2240,"Jigatola, Hazaribag, Dhaka",1650,3,4,37000,Hazaribag
2241,"Mohammadi Housing LTD., Mohammadpur, Dhaka",500,1,1,8000,Mohammadpur
2242,"Tekpara, Badda, Dhaka",1250,3,2,15000,Badda
2243,"Mohammadpur, Dhaka",650,2,1,15000,Mohammadpur
2244,"Khilgaon, Dhaka",750,2,2,15000,Khilgaon
2245,"Maghbazar, Dhaka",1300,3,3,28000,Maghbazar
2246,"Block B, Mansurabad Housing Society, Adabor, Dhaka",600,2,2,14000,Adabor
2247,"Block A, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
2248,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur
2249,"Shahjahanpur, Dhaka",600,2,2,17000,Shahjahanpur
2250,"Block D, Bashundhara R-A, Dhaka",2200,3,4,35000,Bashundhara
2251,"Mohammadpur, Dhaka",550,2,1,14000,Mohammadpur
2252,"East Kazipara, Mirpur, Dhaka",850,2,2,14000,Mirpur
2253,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1100,3,3,17000,Shyamoli
2254,"Tejgaon, Dhaka",800,2,2,22000,Tejgaon
2255,"Tali office Road, Hazaribag, Dhaka",1250,3,3,20000,Hazaribag
2256,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur
2257,"Block H, Bashundhara R-A, Dhaka",1600,3,3,30000,Bashundhara
2258,"Ahmed Nagar, Mirpur, Dhaka",1000,3,3,16000,Mirpur
2259,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",1200,3,3,24300,Mohammadpur
2260,"Taltola, Khilgaon, Dhaka",900,2,2,16000,Taltola
2261,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",650,2,1,12000,Mohammadpur
2262,"West Shewrapara, Mirpur, Dhaka",980,3,2,15000,Mirpur
2263,"North Ibrahimpur, Ibrahimpur, Dhaka",950,2,2,12000,Ibrahimpur
2264,"Shantinagar, Dhaka",1300,3,3,30000,Shantinagar
2265,"Block I, Bashundhara R-A, Dhaka",1350,3,2,22000,Bashundhara
2266,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2100,4,4,42500,Mirpur
2267,"Block A, Section 10, Mirpur, Dhaka",650,2,2,12000,Mirpur
2268,"Sector 10, Uttara, Dhaka",1550,3,3,20000,Uttara
2269,"Shantinagar, Dhaka",1300,3,3,34000,Shantinagar
2270,"Kuril, Dhaka",800,2,2,13000,Kuril
2271,"Sector 3, Uttara, Dhaka",2130,3,3,50000,Uttara
2272,"Middle Badda, Badda, Dhaka",1600,4,3,30000,Badda
2273,"Khilgaon, Dhaka",1350,3,3,33500,Khilgaon
2274,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2150,3,4,40000,Mirpur
2275,"North Goran, Khilgaon, Dhaka",700,2,2,10000,Khilgaon
2276,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2100,3,3,40000,Mirpur
2277,"Shantinagar, Dhaka",1300,3,3,30000,Shantinagar
2278,"Sector 10, Uttara, Dhaka",1600,3,4,23000,Uttara
2279,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900,2,2,16000,Dhanmondi
2280,"East Kazipara, Mirpur, Dhaka",650,2,2,11000,Mirpur
2281,"Dhanmondi, Dhaka",1900,3,3,45000,Dhanmondi
2282,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,13000,Uttara
2283,"Bagan Bari, Cantonment, Dhaka",1150,3,3,18000,Cantonment
2284,"Sutrapur, Dhaka",1300,3,3,30000,Sutrapur
2285,"Lalkuthi, 3rd Colony, Mirpur, Dhaka",700,2,2,11000,Mirpur
2286,"3rd Colony, Mirpur, Dhaka",500,2,1,10500,Mirpur
2287,"3rd Colony, Mirpur, Dhaka",600,2,1,10500,Mirpur
2288,"Nadda, Dhaka",700,2,1,11000,Nadda
2289,"Kalachandpur, Dhaka",750,2,2,17000,Kalachandpur
2290,"Nadda, Dhaka",700,2,1,11000,Nadda
2291,"Kalachandpur, Dhaka",750,2,2,13500,Kalachandpur
2292,"Maghbazar, Dhaka",1785,3,4,35000,Maghbazar
